r, offset_x, offset_y, offset_z
0.002, 0.114913, 0.112964, 0.0592802
0.005, 0.0976465, 0.104244, 0.0790086
0.005, 0.0759257, 0.0897926, 0.0881053
0.001, 0.10503, 0.109934, 0.0794212
0.002, 0.0879322, 0.101392, 0.099373
0.005, 0.0662685, 0.0870511, 0.108777
0.005, 0.0447424, 0.0700255, 0.105591
0.001, 0.0723098, 0.0926129, 0.113208
0.002, 0.0507064, 0.0783857, 0.122917
0.005, 0.0291163, 0.0613835, 0.120056
0.005, 0.0122265, 0.0452973, 0.105245
0.001, 0.119578, 0.111742, -0.0160667
0.003, 0.125592, 0.111374, 0.0108979
0.005, 0.121171, 0.103516, 0.0370148
0.005, 0.107275, 0.0898726, 0.0566145
0.001, 0.127754, 0.108992, 0.033307
0.002, 0.123597, 0.10131, 0.0595196
0.005, 0.109912, 0.0877814, 0.0793468
0.005, 0.0896712, 0.0713438, 0.0884843
0.002, 0.117468, 0.09324, 0.0797641
0.004, 0.103998, 0.0798287, 0.099816
0.005, 0.0838735, 0.063422, 0.109262
0.005, 0.0614642, 0.0475818, 0.106052
0.004, 0.0908437, 0.0677371, 0.113719
0.003, 0.0708392, 0.0513638, 0.123472
0.005, 0.0484276, 0.0354642, 0.120588
0.005, 0.0284742, 0.02349, 0.105693
0.001, 0.114289, 0.119099, -0.0132629
0.003, 0.125134, 0.112011, 0.0111407
0.005, 0.125275, 0.097808, 0.0348396
0.005, 0.11468, 0.0795723, 0.0526891
0.001, 0.131278, 0.104089, 0.0314388
0.002, 0.131703, 0.0900348, 0.0552228
0.005, 0.121362, 0.0718547, 0.0732772
0.005, 0.102502, 0.0534961, 0.0816826
0.002, 0.129079, 0.0770901, 0.0736095
0.004, 0.118995, 0.0589683, 0.0918662
0.005, 0.100307, 0.0405629, 0.100551
0.005, 0.0770737, 0.0258695, 0.0977776
0.005, 0.108145, 0.0436719, 0.104547
0.005, 0.0896328, 0.0252224, 0.11351
0.005, 0.0664544, 0.0103895, 0.111032
0.005, 0.0436411, 0.00239319, 0.0976529
0.001, 0.109903, 0.125475, -0.00777864
0.003, 0.124754, 0.112564, 0.0116156
0.004, 0.128677, 0.0928612, 0.0305848
