r, offset_x, offset_y, offset_z
0.005, 0.0899616, 0.0404214, 0.0558417
0.005, 0.0707095, 0.0399562, 0.0505242
0.005, 0.0510935, 0.0402865, 0.0542982
0.005, 0.0352137, 0.0413431, 0.066375
0.001, 0.0263888, 0.0429053, 0.0842305
0.005, 0.141981, 0.0467111, 0.127734
0.005, 0.144594, 0.0449848, 0.108003
0.005, 0.138119, 0.0433376, 0.089175
0.005, 0.123908, 0.0421137, 0.0751856
0.005, 0.104933, 0.041569, 0.0689587
0.005, 0.142753, 0.0433957, 0.0898397
0.005, 0.136098, 0.0417539, 0.0710738
0.005, 0.121755, 0.0405419, 0.0572195
0.005, 0.102721, 0.0400129, 0.0511724
0.005, 0.0829745, 0.0402775, 0.0541964
0.005, 0.126187, 0.0404105, 0.0557182
0.005, 0.111713, 0.0392104, 0.0420002
0.005, 0.0926219, 0.0386972, 0.0361336
0.005, 0.0729052, 0.0389781, 0.0393443
0.005, 0.0566834, 0.0399945, 0.0509614
0.005, 0.0958886, 0.0384049, 0.0327929
0.003, 0.0767428, 0.0379075, 0.0271071
0.005, 0.0570576, 0.0382048, 0.0305043
0.005, 0.0409473, 0.0392346, 0.0422744
0.005, 0.0317791, 0.0407816, 0.0599574
0.002, 0.058448, 0.0378151, 0.0260509
0.002, 0.0387961, 0.0381287, 0.0296343
0.004, 0.0227988, 0.0391718, 0.0415563
0.003, 0.0137996, 0.0407264, 0.0593252
0.001, 0.0136794, 0.0424676, 0.0792273
0.001, -0.038523, 0.0446259, 0.23472
0.002, -0.0203832, 0.0495762, 0.241471
0.004, -0.00104126, 0.0540245, 0.239182
0.002, 0.0154602, 0.0570411, 0.228331
0.001, 0.0256723, 0.0579954, 0.211187
0.002, -0.00272243, 0.0540027, 0.243551
0.002, 0.0166011, 0.0584302, 0.241075
0.005, 0.0330044, 0.0614093, 0.230066
0.005, 0.043059, 0.0623175, 0.212826
0.003, 0.0446634, 0.0609649, 0.192958
0.005, 0.0334252, 0.0619159, 0.234701
0.005, 0.0497288, 0.0648574, 0.223535
0.005, 0.059625, 0.0657193, 0.206201
0.005, 0.0610453, 0.0643215, 0.186322
0.005, 0.0536931, 0.0609562, 0.168053
0.005, 0.0620561, 0.0666441, 0.210094
0.005, 0.071793, 0.0674597, 0.192668
0.005, 0.0730292, 0.0660168, 0.17278
0.005, 0.0655065, 0.0626172, 0.154587
0.003, 0.050797, 0.0579712, 0.141891
0.005, 0.0769419, 0.0671587, 0.175083
0.005, 0.0779939, 0.0656709, 0.155188
0.005, 0.0703013, 0.0622372, 0.137072
0.005, 0.0554719, 0.0575752, 0.124523
0.001, 0.0366051, 0.0526594, 0.120162
0.001, 0.0192507, 0.0591768, 0.24233
0.001, 0.0386097, 0.063646, 0.240234
0.005, 0.0552104, 0.0667007, 0.229546
0.005, 0.0655831, 0.0677024, 0.212501
0.005, 0.0675599, 0.0664417, 0.192661
0.001, 0.0555438, 0.0671872, 0.234191
0.003, 0.0720478, 0.0702047, 0.223344
0.005, 0.082264, 0.0711603, 0.206202
0.005, 0.0840571, 0.0698542, 0.186347
0.005, 0.0770524, 0.0665594, 0.167929
0.005, 0.0846206, 0.0720715, 0.210143
0.005, 0.0946793, 0.0729809, 0.192906
0.005, 0.0962886, 0.0716295, 0.173038
0.005, 0.089112, 0.0682997, 0.154693
0.005, 0.0746496, 0.0636875, 0.141704
0.005, 0.100156, 0.0727672, 0.175419
0.005, 0.101581, 0.0713705, 0.15554
0.005, 0.0942332, 0.0680061, 0.137269
0.005, 0.0796481, 0.0633771, 0.124425
0.005, 0.0608742, 0.0584509, 0.119691
0.005, 0.0987695, 0.0691228, 0.137572
0.005, 0.0912512, 0.0657241, 0.119377
0.005, 0.0765449, 0.0610785, 0.106677
0.005, 0.0577243, 0.0561572, 0.102127
0.001, 0.038723, 0.0519887, 0.106678
0.003, 0.0749901, 0.0709061, 0.223278
0.002, 0.0916884, 0.0739986, 0.212754
0.005, 0.102221, 0.0750475, 0.19581
0.005, 0.104386, 0.0738335, 0.175987
0.005, 0.0977315, 0.0706104, 0.157427
0.003, 0.104502, 0.0759447, 0.199799
0.004, 0.114879, 0.0769476, 0.182756
0.005, 0.116861, 0.0756881, 0.162916
0.005, 0.110033, 0.0724294, 0.144426
0.005, 0.0958228, 0.0678527, 0.131149
0.005, 0.120681, 0.0768212, 0.165374
0.005, 0.122479, 0.0755163, 0.145519
0.005, 0.115478, 0.0722224, 0.1271
0.005, 0.101143, 0.067628, 0.113965
0.005, 0.0824691, 0.0626933, 0.108859
0.005, 0.120007, 0.0733449, 0.127492
0.005, 0.112834, 0.0700161, 0.109144
0.005, 0.0983753, 0.0654043, 0.0961521
0.005, 0.079651, 0.0604736, 0.09123
0.005, 0.0605752, 0.0562544, 0.095407
0.005, 0.102626, 0.0662721, 0.0943932
0.005, 0.0880444, 0.0616435, 0.0815447
0.005, 0.0692717, 0.0567172, 0.0768061
0.005, 0.0502318, 0.0525228, 0.0811678
0.003, 0.034904, 0.049937, 0.0937182
0.004, 0.117524, 0.0774631, 0.181381
0.004, 0.128215, 0.0785591, 0.16454
0.005, 0.130569, 0.077392, 0.144735
0.005, 0.124092, 0.0742057, 0.126106
0.005, 0.11014, 0.0696662, 0.112546
0.004, 0.134341, 0.0785202, 0.147268
0.005, 0.136511, 0.0773074, 0.127445
0.005, 0.129861, 0.0740852, 0.108884
0.005, 0.11578, 0.0695271, 0.0954632
0.005, 0.0972129, 0.0645858, 0.0899888
0.005, 0.134379, 0.0752132, 0.109365
0.005, 0.127555, 0.0719555, 0.0908727
0.005, 0.113349, 0.0673792, 0.0775925
0.005, 0.0947278, 0.0624409, 0.0723001
0.005, 0.0755845, 0.0581727, 0.0761016
0.005, 0.11763, 0.0682617, 0.0759171
0.005, 0.103298, 0.0636677, 0.0627783
0.005, 0.0846255, 0.0587329, 0.0576685
0.005, 0.0655146, 0.0544887, 0.0616555
0.005, 0.0499599, 0.0518221, 0.0739061
0.005, 0.0877391, 0.0591778, 0.0542008
0.005, 0.0690161, 0.054247, 0.0492739
0.005, 0.0499394, 0.0500272, 0.053446
0.005, 0.0344959, 0.0474003, 0.0658451
0.001, 0.0259136, 0.0469155, 0.0838797
0.004, 0.138329, 0.0775338, 0.125038
0.004, 0.14087, 0.0764136, 0.105253
0.005, 0.134573, 0.0732644, 0.0865568
0.005, 0.120753, 0.0687443, 0.0728557
0.005, 0.102299, 0.0637981, 0.0670139
0.004, 0.139079, 0.0743974, 0.0871274
0.003, 0.132608, 0.071212, 0.0684966
0.005, 0.118659, 0.066673, 0.0549333
0.005, 0.100148, 0.0617289, 0.0492725
0.005, 0.0809441, 0.0574132, 0.0526972
0.003, 0.122969, 0.0675697, 0.0533421
0.003, 0.108892, 0.0630121, 0.0399179
0.005, 0.0903263, 0.0580707, 0.0344386
0.005, 0.0711515, 0.0537782, 0.0380495
0.005, 0.0553755, 0.0510318, 0.0499958
0.004, 0.0935033, 0.0585361, 0.0310316
0.002, 0.0748837, 0.0535977, 0.0257344
0.004, 0.0557395, 0.0493289, 0.0295311
0.005, 0.040072, 0.0466218, 0.0416281
0.005, 0.0311558, 0.0460422, 0.0594971
0.001, 0.0570917, 0.0492618, 0.0250495
0.002, 0.0379799, 0.0450169, 0.0290316
0.004, 0.0224223, 0.0423493, 0.0412783
0.002, 0.0136704, 0.0418165, 0.0592299
0.001, 0.0135536, 0.0435298, 0.0791343
0.001, -0.0345592, 0.0338916, 0.235659
0.002, -0.0179292, 0.0429307, 0.242053
0.004, -0.000197166, 0.0517386, 0.239382
0.002, 0.0149308, 0.0584747, 0.228206
0.001, 0.0242929, 0.0617308, 0.21086
0.002, -0.00173841, 0.0513379, 0.243784
0.001, 0.0159768, 0.0601209, 0.240927
0.001, 0.0310148, 0.0667974, 0.229594
0.001, 0.0402325, 0.0699719, 0.212156
0.002, 0.0417033, 0.0689809, 0.192257
0.001, 0.0314005, 0.0673989, 0.234221
0.002, 0.0463471, 0.0740152, 0.222734
0.002, 0.0554196, 0.0771077, 0.205205
0.001, 0.0567218, 0.07603, 0.185298
0.005, 0.0499815, 0.0710075, 0.167174
0.003, 0.0576484, 0.0785805, 0.209049
0.001, 0.0665749, 0.0815907, 0.191431
0.001, 0.0677082, 0.0804266, 0.171519
0.003, 0.0608116, 0.0753312, 0.153474
0.002, 0.0473264, 0.0673698, 0.141069
0.001, 0.0712952, 0.0824503, 0.173745
0.002, 0.0722596, 0.0811997, 0.153829
0.001, 0.0652073, 0.0760321, 0.135865
0.002, 0.0516122, 0.0680275, 0.123608
0.001, 0.0343157, 0.058859, 0.11962
0.001, 0.0184059, 0.0614648, 0.24213
0.001, 0.0361535, 0.0702976, 0.239652
0.003, 0.0513724, 0.0770941, 0.228637
0.002, 0.0608818, 0.0804338, 0.211387
0.001, 0.0626941, 0.0796186, 0.191508
0.001, 0.0516781, 0.0776557, 0.233275
0.002, 0.0668084, 0.0843932, 0.222103
0.002, 0.0761743, 0.0876516, 0.204759
0.001, 0.0778182, 0.0867496, 0.184869
0.002, 0.0713965, 0.0818759, 0.166589
0.002, 0.0783348, 0.0890939, 0.208654
0.001, 0.0875563, 0.0922706, 0.191218
0.001, 0.0890316, 0.0912819, 0.171319
0.001, 0.0824523, 0.0863345, 0.153115
0.002, 0.0691937, 0.0784624, 0.140412
0.002, 0.0925768, 0.0932912, 0.173623
0.002, 0.0938834, 0.0922159, 0.153717
0.003, 0.0871473, 0.0871952, 0.13559
0.003, 0.0737762, 0.0792787, 0.123033
0.002, 0.0565648, 0.0701208, 0.11867
0.001, 0.0913061, 0.0893345, 0.135803
0.002, 0.0844135, 0.0842411, 0.117757
0.002, 0.0709313, 0.0762807, 0.105347
0.001, 0.0536771, 0.0671172, 0.101168
0.001, 0.0362573, 0.0586657, 0.106094
0.002, 0.0695059, 0.0857578, 0.221978
0.001, 0.0848143, 0.0926142, 0.211126
0.001, 0.0944701, 0.0960371, 0.193974
0.003, 0.0964551, 0.0953111, 0.174108
0.001, 0.0903544, 0.0905881, 0.155679
0.001, 0.0965614, 0.0974485, 0.197917
0.001, 0.106075, 0.10079, 0.18067
0.003, 0.107891, 0.0999775, 0.160791
0.003, 0.101632, 0.0951798, 0.142435
0.002, 0.0886046, 0.0874002, 0.129439
0.003, 0.111393, 0.101972, 0.163173
0.002, 0.113042, 0.101072, 0.143283
0.001, 0.106624, 0.0962002, 0.125002
0.001, 0.0934822, 0.0883746, 0.112149
0.003, 0.0763623, 0.0792307, 0.107413
0.001, 0.110775, 0.0983434, 0.125304
0.003, 0.1042, 0.093398, 0.107099
0.001, 0.0909446, 0.0855271, 0.0943916
0.001, 0.0737788, 0.0763759, 0.0898388
0.002, 0.0562907, 0.067857, 0.0943919
0.001, 0.0948418, 0.0873531, 0.0925489
0.002, 0.0814736, 0.0794377, 0.079988
0.001, 0.0642634, 0.07028, 0.0756196
0.001, 0.0468082, 0.0617939, 0.0803567
0.003, 0.0327563, 0.0557533, 0.0932093
0.002, 0.1085, 0.101902, 0.179243
0.002, 0.118301, 0.105408, 0.162191
0.001, 0.120459, 0.104771, 0.14234
0.001, 0.114521, 0.100125, 0.123838
0.001, 0.10173, 0.0924407, 0.110554
0.002, 0.123916, 0.10675, 0.144799
0.001, 0.125906, 0.106026, 0.124933
0.002, 0.119809, 0.101305, 0.106502
0.002, 0.106901, 0.093573, 0.0933595
