a, b, c, offset_x, offset_y, offset_z
0.01, 0.01, 0.01, 0.0330044, -0.0500064, 0.231063
0.01, 0.01, 0.01, 0.0430589, -0.0461184, 0.214243
0.01, 0.01, 0.01, 0.0334251, -0.0503124, 0.235716
0.01, 0.01, 0.01, 0.0497287, -0.0454767, 0.22523
0.01, 0.01, 0.01, 0.0596249, -0.0416179, 0.20831
0.01, 0.01, 0.01, 0.0610453, -0.0395425, 0.18849
0.01, 0.01, 0.01, 0.0620561, -0.041383, 0.212304
0.01, 0.01, 0.01, 0.071793, -0.0375539, 0.195284
0.01, 0.01, 0.01, 0.0730292, -0.0355213, 0.175448
0.01, 0.01, 0.01, 0.0655064, -0.0357102, 0.156941
0.01, 0.01, 0.01, 0.0192507, -0.0543347, 0.242754
0.01, 0.01, 0.01, 0.0386096, -0.0495694, 0.241465
0.01, 0.01, 0.01, 0.0552103, -0.0447052, 0.231471
0.01, 0.01, 0.01, 0.065583, -0.0407589, 0.214858
0.01, 0.01, 0.01, 0.0555437, -0.0450326, 0.236129
0.01, 0.01, 0.01, 0.0720477, -0.0401774, 0.225971
0.013, 0.01, 0.011, 0.0822639, -0.0362597, 0.209255
0.016, 0.01, 0.01, 0.0840571, -0.0340982, 0.189475
0.01, 0.01, 0.01, 0.0846205, -0.0360467, 0.213295
0.016, 0.011, 0.01, 0.0946793, -0.0321579, 0.196477
0.023, 0.01, 0.016, 0.0962885, -0.0300388, 0.176677
0.02, 0.01, 0.015, 0.089112, -0.0301324, 0.158032
0.023, 0.011, 0.012, 0.100156, -0.0293318, 0.179219
0.028, 0.01, 0.01, 0.101581, -0.0272553, 0.1594
0.022, 0.01, 0.014, 0.0942331, -0.0273959, 0.140822
0.014, 0.01, 0.011, 0.0796481, -0.0297242, 0.127369
0.01, 0.01, 0.01, 0.0749901, -0.0394752, 0.226028
0.01, 0.01, 0.01, 0.0916884, -0.0346023, 0.216201
0.01, 0.01, 0.01, 0.102221, -0.030627, 0.199697
0.018, 0.013, 0.012, 0.104386, -0.0283802, 0.179963
0.01, 0.01, 0.01, 0.104502, -0.0304361, 0.20378
0.01, 0.01, 0.01, 0.114879, -0.026489, 0.187171
0.013, 0.011, 0.01, 0.116861, -0.0242842, 0.167413
0.027, 0.011, 0.02, 0.110033, -0.0242825, 0.148638
0.01, 0.01, 0.01, 0.120681, -0.023595, 0.17003
0.015, 0.015, 0.011, 0.122479, -0.0214325, 0.150251
0.025, 0.013, 0.029, 0.115478, -0.0214778, 0.131539
0.026, 0.01, 0.019, 0.101143, -0.0237215, 0.117806
0.021, 0.015, 0.02, 0.120007, -0.0204403, 0.13212
0.03, 0.011, 0.012, 0.112834, -0.0205327, 0.113474
0.024, 0.01, 0.03, 0.0983753, -0.0228183, 0.0998779
0.016, 0.01, 0.01, 0.079651, -0.0268194, 0.0941744
0.01, 0.01, 0.01, 0.117524, -0.0257426, 0.185906
0.01, 0.01, 0.01, 0.128215, -0.0217387, 0.169511
0.01, 0.01, 0.01, 0.130569, -0.019449, 0.149804
0.017, 0.016, 0.022, 0.124092, -0.019352, 0.130905
0.01, 0.01, 0.01, 0.134341, -0.018778, 0.152495
0.01, 0.01, 0.01, 0.136511, -0.0165301, 0.132763
0.013, 0.013, 0.011, 0.129861, -0.0164801, 0.113924
0.024, 0.013, 0.015, 0.11578, -0.0186385, 0.0999155
0.01, 0.01, 0.01, 0.134379, -0.0154528, 0.114594
0.011, 0.011, 0.013, 0.127555, -0.0154499, 0.0958164
0.019, 0.014, 0.01, 0.113349, -0.0176505, 0.0819432
0.022, 0.01, 0.018, 0.0947278, -0.0215948, 0.0758737
0.014, 0.015, 0.011, 0.11763, -0.0164906, 0.0804465
0.019, 0.012, 0.01, 0.103298, -0.0187332, 0.0667096
0.016, 0.01, 0.02, 0.0846256, -0.0227057, 0.0608205
0.01, 0.01, 0.01, 0.0655146, -0.0275778, 0.0640099
